Filename1,Model1,Translation Count1,Last Language1,Filename2,Model2,Translation Count2,Last Language2,Final Language,BLEU,METEOR,ROUGE
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_mandarin_to_french_to_arabic_to_english.txt,gpt-3.5-turbo,4,arabic,english,0.0111,0.1676,0.2028
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_arabic_to_mandarin_to_english.txt,gemini-2.0-flash,3,mandarin,english,0.0168,0.1894,0.2473
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_arabic_to_mandarin_to_english.txt,gpt-3.5-turbo,3,mandarin,english,0.0406,0.1637,0.1949
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_french_to_english.txt,gpt-3.5-turbo,2,french,english,0.2048,0.4565,0.5257
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_french_to_mandarin_to_english.txt,claude-3-7-sonnet-20250219,3,mandarin,english,0.0070,0.1017,0.1885
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_french_to_mandarin_to_arabic_to_english.txt,gemini-2.0-flash,4,arabic,english,0.0119,0.1334,0.1972
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_french_to_arabic_to_mandarin_to_english.txt,gpt-3.5-turbo,4,mandarin,english,0.0500,0.1899,0.2408
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_mandarin_to_arabic_to_french_to_english.txt,deepseek-chat,4,french,english,0.0123,0.1564,0.1589
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_mandarin_to_french_to_english.txt,gemini-2.0-flash,3,french,english,0.0055,0.1577,0.2105
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_arabic_to_french_to_english.txt,claude-3-7-sonnet-20250219,3,french,english,0.0092,0.1958,0.2280
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_arabic_to_english.txt,gemini-2.0-flash,2,arabic,english,0.1249,0.3906,0.4971
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_arabic_to_french_to_mandarin_to_english.txt,gemini-2.0-flash,4,mandarin,english,0.0309,0.1490,0.2073
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_french_to_arabic_to_english.txt,gemini-2.0-flash,3,arabic,english,0.0132,0.1492,0.2222
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_mandarin_to_french_to_english.txt,gpt-3.5-turbo,3,french,english,0.0122,0.1618,0.2212
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_mandarin_to_french_to_english.txt,deepseek-chat,3,french,english,0.0136,0.1515,0.1810
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_arabic_to_french_to_mandarin_to_english.txt,claude-3-7-sonnet-20250219,4,mandarin,english,0.0559,0.2016,0.2462
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_mandarin_to_arabic_to_english.txt,claude-3-7-sonnet-20250219,3,arabic,english,0.0076,0.1628,0.2170
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_french_to_mandarin_to_arabic_to_english.txt,gpt-4-turbo,4,arabic,english,0.0177,0.1581,0.2189
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_french_to_arabic_to_mandarin_to_english.txt,deepseek-chat,4,mandarin,english,0.0095,0.1583,0.1583
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_french_to_arabic_to_english.txt,gpt-4-turbo,3,arabic,english,0.0213,0.2092,0.2396
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_mandarin_to_french_to_english.txt,gpt-4-turbo,3,french,english,0.0122,0.1503,0.2212
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_arabic_to_english.txt,deepseek-chat,2,arabic,english,0.1513,0.3996,0.4908
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_mandarin_to_arabic_to_french_to_english.txt,gpt-3.5-turbo,4,french,english,0.0069,0.2407,0.2115
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_arabic_to_french_to_english.txt,gemini-2.0-flash,3,french,english,0.0085,0.1941,0.1959
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_french_to_mandarin_to_arabic_to_english.txt,claude-3-7-sonnet-20250219,4,arabic,english,0.0135,0.1357,0.2062
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_arabic_to_english.txt,gpt-4-turbo,2,arabic,english,0.5411,0.7203,0.7805
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_mandarin_to_english.txt,claude-3-7-sonnet-20250219,2,mandarin,english,0.0221,0.1910,0.2732
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_arabic_to_mandarin_to_english.txt,deepseek-chat,3,mandarin,english,0.0080,0.1321,0.1730
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_french_to_arabic_to_english.txt,claude-3-7-sonnet-20250219,3,arabic,english,0.0322,0.1717,0.2188
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_arabic_to_mandarin_to_english.txt,gpt-4-turbo,3,mandarin,english,0.0452,0.1712,0.2258
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_arabic_to_english.txt,claude-3-7-sonnet-20250219,2,arabic,english,0.1383,0.4341,0.5409
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_arabic_to_mandarin_to_french_to_english.txt,gpt-3.5-turbo,4,french,english,0.0334,0.1715,0.2165
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_arabic_to_french_to_mandarin_to_english.txt,gpt-4-turbo,4,mandarin,english,0.0693,0.2021,0.2694
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_mandarin_to_french_to_arabic_to_english.txt,deepseek-chat,4,arabic,english,0.0122,0.1287,0.2000
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_arabic_to_french_to_english.txt,deepseek-chat,3,french,english,0.0454,0.2157,0.2500
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_mandarin_to_arabic_to_english.txt,gpt-4-turbo,3,arabic,english,0.0125,0.1804,0.1827
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_french_to_english.txt,deepseek-chat,2,french,english,0.0594,0.2758,0.4000
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_mandarin_to_french_to_arabic_to_english.txt,gpt-4-turbo,4,arabic,english,0.0121,0.1562,0.2037
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_arabic_to_french_to_mandarin_to_english.txt,deepseek-chat,4,mandarin,english,0.0122,0.1745,0.1849
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_mandarin_to_arabic_to_english.txt,deepseek-chat,3,arabic,english,0.0063,0.1343,0.1905
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,3,french,english,0.0061,0.1337,0.1801
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_mandarin_to_english.txt,deepseek-chat,2,mandarin,english,0.0067,0.1562,0.2514
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_french_to_arabic_to_mandarin_to_english.txt,claude-3-7-sonnet-20250219,4,mandarin,english,0.0149,0.1319,0.2032
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_mandarin_to_arabic_to_french_to_english.txt,gemini-2.0-flash,4,french,english,0.0056,0.1351,0.2010
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_mandarin_to_english.txt,gpt-3.5-turbo,2,mandarin,english,0.2060,0.3943,0.4881
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,deepseek-chat_english_to_french_to_mandarin_to_arabic_to_english.txt,deepseek-chat,4,arabic,english,0.0142,0.1303,0.1929
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_french_to_arabic_to_mandarin_to_english.txt,gpt-4-turbo,4,mandarin,english,0.0189,0.1950,0.2041
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_french_to_english.txt,claude-3-7-sonnet-20250219,2,french,english,0.0241,0.3053,0.3793
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_french_to_mandarin_to_english.txt,gemini-2.0-flash,3,mandarin,english,0.0136,0.1475,0.2132
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_arabic_to_french_to_english.txt,gpt-3.5-turbo,3,french,english,0.0554,0.2768,0.2755
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-3.5-turbo_english_to_french_to_mandarin_to_english.txt,gpt-3.5-turbo,3,mandarin,english,0.0193,0.1771,0.2551
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_english.txt,claude-3-7-sonnet-20250219,3,mandarin,english,0.0153,0.1261,0.1915
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gpt-4-turbo_english_to_french_to_english.txt,gpt-4-turbo,2,french,english,0.1474,0.4526,0.5172
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,claude-3-7-sonnet-20250219_english_to_mandarin_to_french_to_arabic_to_english.txt,claude-3-7-sonnet-20250219,4,arabic,english,0.0061,0.1336,0.1784
gpt-3.5-turbo_english_to_arabic_to_english.txt,gpt-3.5-turbo,2,arabic,gemini-2.0-flash_english_to_arabic_to_mandarin_to_french_to_english.txt,gemini-2.0-flash,4,french,english,0.0156,0.1699,0.2189
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_mandarin_to_french_to_arabic_to_english.txt,gemini-2.0-flash,4,arabic,english,0.0263,0.3501,0.3445
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,deepseek-chat_english_to_french_to_mandarin_to_english.txt,deepseek-chat,3,mandarin,english,0.0509,0.2390,0.2712
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_mandarin_to_english.txt,gemini-2.0-flash,2,mandarin,english,0.0081,0.1965,0.2870
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_mandarin_to_arabic_to_french_to_english.txt,gpt-4-turbo,4,french,english,0.0217,0.3203,0.3882
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_mandarin_to_english.txt,gpt-4-turbo,2,mandarin,english,0.0189,0.2371,0.2814
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_french_to_mandarin_to_english.txt,gpt-4-turbo,3,mandarin,english,0.0977,0.3539,0.4356
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,deepseek-chat_english_to_french_to_arabic_to_english.txt,deepseek-chat,3,arabic,english,0.0282,0.2721,0.3524
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_french_to_mandarin_to_arabic_to_english.txt,gpt-3.5-turbo,4,arabic,english,0.0288,0.3523,0.4087
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,claude-3-7-sonnet-20250219_english_to_mandarin_to_arabic_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,english,0.0951,0.3387,0.3967
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_french_to_arabic_to_mandarin_to_english.txt,gemini-2.0-flash,4,mandarin,english,0.1043,0.3434,0.4393
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_mandarin_to_arabic_to_english.txt,gpt-3.5-turbo,3,arabic,english,0.0123,0.2974,0.3826
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_arabic_to_mandarin_to_french_to_english.txt,gpt-4-turbo,4,french,english,0.1627,0.4381,0.4789
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_arabic_to_french_to_mandarin_to_english.txt,gpt-3.5-turbo,4,mandarin,english,0.0313,0.3591,0.3378
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_french_to_arabic_to_english.txt,gpt-3.5-turbo,3,arabic,english,0.1025,0.4360,0.4679
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_mandarin_to_arabic_to_english.txt,gemini-2.0-flash,3,arabic,english,0.0299,0.3387,0.4050
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_french_to_english.txt,gemini-2.0-flash,2,french,english,0.0092,0.1732,0.2200
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_arabic_to_french_to_english.txt,gpt-4-turbo,3,french,english,0.0606,0.3121,0.3470
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,deepseek-chat_english_to_arabic_to_mandarin_to_french_to_english.txt,deepseek-chat,4,french,english,0.0940,0.3985,0.4929
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_mandarin_to_french_to_arabic_to_english.txt,gpt-3.5-turbo,4,arabic,english,0.0169,0.2733,0.3525
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_arabic_to_mandarin_to_english.txt,gemini-2.0-flash,3,mandarin,english,0.1138,0.4693,0.5540
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_arabic_to_mandarin_to_english.txt,gpt-3.5-turbo,3,mandarin,english,0.1182,0.3649,0.4685
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_french_to_english.txt,gpt-3.5-turbo,2,french,english,0.0169,0.1624,0.2475
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,claude-3-7-sonnet-20250219_english_to_french_to_mandarin_to_english.txt,claude-3-7-sonnet-20250219,3,mandarin,english,0.1061,0.3368,0.4128
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_french_to_mandarin_to_arabic_to_english.txt,gemini-2.0-flash,4,arabic,english,0.0755,0.3780,0.4167
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_french_to_arabic_to_mandarin_to_english.txt,gpt-3.5-turbo,4,mandarin,english,0.1234,0.4276,0.4771
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,deepseek-chat_english_to_mandarin_to_arabic_to_french_to_english.txt,deepseek-chat,4,french,english,0.0853,0.3782,0.3651
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_mandarin_to_french_to_english.txt,gemini-2.0-flash,3,french,english,0.0254,0.2934,0.3475
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,claude-3-7-sonnet-20250219_english_to_arabic_to_french_to_english.txt,claude-3-7-sonnet-20250219,3,french,english,0.1082,0.3544,0.3727
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_arabic_to_english.txt,gemini-2.0-flash,2,arabic,english,0.0168,0.1793,0.2000
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_arabic_to_french_to_mandarin_to_english.txt,gemini-2.0-flash,4,mandarin,english,0.0099,0.2309,0.3182
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_french_to_arabic_to_english.txt,gemini-2.0-flash,3,arabic,english,0.0359,0.3570,0.4259
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_mandarin_to_french_to_english.txt,gpt-3.5-turbo,3,french,english,0.0504,0.3194,0.3934
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,deepseek-chat_english_to_mandarin_to_french_to_english.txt,deepseek-chat,3,french,english,0.0237,0.2988,0.3882
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,claude-3-7-sonnet-20250219_english_to_arabic_to_french_to_mandarin_to_english.txt,claude-3-7-sonnet-20250219,4,mandarin,english,0.1329,0.3654,0.4144
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,claude-3-7-sonnet-20250219_english_to_mandarin_to_arabic_to_english.txt,claude-3-7-sonnet-20250219,3,arabic,english,0.0573,0.3639,0.4017
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_french_to_mandarin_to_arabic_to_english.txt,gpt-4-turbo,4,arabic,english,0.0953,0.3320,0.4386
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,deepseek-chat_english_to_french_to_arabic_to_mandarin_to_english.txt,deepseek-chat,4,mandarin,english,0.0507,0.3377,0.3344
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_french_to_arabic_to_english.txt,gpt-4-turbo,3,arabic,english,0.1288,0.4768,0.4932
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-4-turbo_english_to_mandarin_to_french_to_english.txt,gpt-4-turbo,3,french,english,0.0465,0.3229,0.4098
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,deepseek-chat_english_to_arabic_to_english.txt,deepseek-chat,2,arabic,english,0.0166,0.1906,0.2632
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gpt-3.5-turbo_english_to_mandarin_to_arabic_to_french_to_english.txt,gpt-3.5-turbo,4,french,english,0.0210,0.3007,0.3660
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,gemini-2.0-flash_english_to_arabic_to_french_to_english.txt,gemini-2.0-flash,3,french,english,0.0742,0.3077,0.3801
claude-3-7-sonnet-20250219_english_to_arabic_to_mandarin_to_french_to_english.txt,claude-3-7-sonnet-20250219,4,french,claude-3-7-sonnet-20250219_english_to_french_to_mandarin_to_arabic_to_english.txt,claude-3-7-sonnet-20250219,4,arabic,english,0.0787,0.4788,0.4796
